"Text";"Code"
"Orf";"DB080B"
"Molluscum contagiosum";"DB081"
"Three-day fever";"DB082"
"Slap disease";"DB083"
"Hand, foot and mouth disease";"DB084"
"Herpangina";"DB085"
"Other viral disease with skin and mucous membrane involvement";"DB088"
"Foot and mouth disease";"DB088A"
"Pharyngitis enteroviralis lymphonodularis";"DB088B"
"Unspecified viral diseases characterized by skin and mucous membrane affections";"DB09"
"Viral infection characterized by skin and mucous membrane involvement UNS";"DB099"
"Viral exanthema UNS";"DB099A"
"Viral hepatitis [DB15-DB19]";""
"Acute hepatitis A";"DB15"
"Hepatitis A with hepatic coma";"DB150"
"Hepatitis A without hepatic coma";"DB159"
"Hepatitis A UNS";"DB159A"
"Acute hepatitis B";"DB16"
"Acute hepatitis B with coinfection with Delta agent with hepatic coma";"DB160"
"Acute hepatitis B with coinfection with Delta agent without hepatic coma";"DB161"
"Acute hepatitis B without coinfection with Delta agent with hepatic coma";"DB162"
"Acute hepatitis B without coinfection with Delta agent and without hepatic coma";"DB169"
"Hepatitis B UNS";"DB169A"
"Other acute viral hepatitis";"DB17"
"Acute Delta superinfection in chronic hepatitis B";"DB170"
"Acute hepatitis C";"DB171"
"Acute hepatitis E";"DB172"
"Other acute viral hepatitis";"DB178"
"Acute viral hepatitis UNS";"DB179"
"Chronic viral hepatitis";"DB18"
"Chronic viral hepatitis B with Delta agent";"DB180"
"Chronic viral hepatitis B without Delta agent";"DB181"
"Chronic viral hepatitis C";"DB182"
"Other chronic viral hepatitis";"DB188"
"Chronic viral hepatitis UNS";"DB189"
"Viral hepatitis unspecified";"DB19"
"Viral hepatitis UNS with hepatic coma";"DB190"
"Viral hepatitis UNS without hepatic coma";"DB199"
"Human immunodeficiency virus (HIV) disease [DB20-DB24]";""
"Human immunodeficiency virus (HIV) disease leading to infectious and parasitic diseases";"DB20"
"HIV disease with mycobacterial infection";"DB200"
"HIV disease with tuberculosis";"DB200A"
"HIV disease with other bacterial diseases";"DB201"
"HIV disease with cytomegalovirus disease";"DB202"
"HIV disease with other viral infections";"DB203"
"HIV disease with candidiasis";"DB204"
"HIV disease with other fungal infections";"DB205"
"HIV disease with Pneumocystis jirovecii pneumonia";"DB206"
"HIV disease with multiple infections";"DB207"
"HIV disease with other infectious and parasitic diseases";"DB208"
"HIV disease with infectious or parasitic disease UNS";"DB209"
"Human immunodeficiency virus (HIV) disease with other specified diseases";"DB22"
"HIV encephalopathy";"DB220"
"HIV dementia";"DB220A"
"HIV lymphoid interstitial pneumonitis";"DB221"
"HIV-wasting syndrome";"DB222"
"HIV disease with multiple diseases classified elsewhere";"DB227"
"Other conditions of HIV disease";"DB23"
"Acute HIV disease";"DB230"
"HIV disease with (persistent) generalized lymphadenopathy";"DB231"
"HIV disease with hematological and immunological changes IKA";"DB232"
"Other or unspecified symptomatic HIV disease";"DB238"
"HIV-associated lipodystrophy syndrome (HALS)";"DB238A"
"HIV disease and AIDS without further specification";"DB24"
"AIDS UNS";"DB249"
"Other viral diseases [DB25-DB34]";""
"Cytomegalovirus diseases";"DB25"
"Cytomegalovirus pneumonia";"DB250"
"Cytomegalovirus hepatitis";"DB251"
"Cytomegalovirus pancreatitis";"DB252"
"Other disease caused by cytomegalovirus";"DB258"
"Cytomegalovirus disease UNS";"DB259"
"Mumps";"DB26"
"Mumps orchitis";"DB260"
"Mumps meningitis";"DB261"
"Mumps encephalitis";"DB262"
"Mumps pancreatitis";"DB263"
"Mumps with other complications";"DB268"
"Mumps without complications";"DB269"
"Mononucleosis";"DB27"
"Mononucleosis caused by Epstein-Barr virus";"DB270"
"Mononucleosis caused by cytomegalovirus";"DB271"
"Other infectious mononucleosis";"DB278"
"Mononucleosis UNS";"DB279"
"Viral conjunctivitis";"DB30"
"Keratoconjunctivitis caused by adenovirus";"DB300"
"Conjunctivitis caused by adenovirus";"DB301"
"Acute follicular conjunctivitis caused by adenovirus";"DB301A"
"Swimming pool conjunctivitis";"DB301B"
"Viral pharyngoconjunctivitis";"DB302"
"Acute epidemic hemorrhagic conjunctivitis";"DB303"
"Conjunctivitis caused by coxsackievirus type 24";"DB303A"
"Conjunctivitis caused by enterovirus type 70";"DB303B"
"Acute hemorrhagic conjunctivitis NOS";"DB303C"
"Other viral conjunctivitis";"DB308"
"Newcastle virus conjunctivitis";"DB308A"
"Viral conjunctivitis UNS";"DB309"
"Other viral diseases IKA";"DB33"
"Epidemic myalgia";"DB330"
"Ross River disease";"DB331"
"Viral carditis";"DB332"
"Retrovirus infection IKA";"DB333"
"Hantavirus with (cardio-)pulmonary syndrome";"DB334"
"Other viral disease";"DB338"
"Viral disease without specification of location";"DB34"
"Adenovirus infection without specification of location";"DB340"
"Enterovirus infection without specification of location";"DB341"
"Coxsackievirus infection UNS";"DB341A"
"Echovirus infection UNS";"DB341B"
"Coronavirus infection without indication of location";"DB342"
"COVID-19 infection without location specified";"DB342A"
"Parvovirus infection without specification of location";"DB343"
"Papovavirus infection without specification of location";"DB344"
"Other viral infection without specification of location";"DB348"
"Virus infection UNS";"DB349"
"Viremia UNS";"DB349A"
"Fungal diseases [DB35-DB49]";""
"Skin fungus";"DB35"
"Fungal disease of the scalp or beard region";"DB350"
"Tinea capitis";"DB350A"
"Tinea barbae";"DB350B"
"Kerion";"DB350C"
"Nail fungus";"DB351"
"Hand sponge";"DB352"
"Foot fungus";"DB353"
"Fungal disease on the body";"DB354"
"Dermatophytosis perigenitalis";"DB354A"
"Tinea imbricata";"DB355"
"Fungal disease on the leg";"DB356"
"Dermatophytosis inguinalis";"DB356B"
"Other form of dermatophytosis";"DB358"
"Dermatophytosis disseminata";"DB358A"
"Favus";"DB358B"
"Dermatophytosis UNS";"DB359"
"Other superficial fungal infections";"DB36"
"Pityriasis versicolor";"DB360"
"Tinea nigra";"DB361"
"White stone";"DB362"
"Black stone";"DB363"
"Other superficial fungal infection";"DB368"
"Pityrosporum folliculitis";"DB368A"
"Superficial fungal infection UNS";"DB369"
"Infection with Candida albicans";"DB37"
"Oral candidiasis";"DB370"
"Threshing machine";"DB370A"
"Candidiasis in lung";"DB371"
"Candidiasis of the skin and nails";"DB372"
"Candidiasis cutis";"DB372A"
"Candidiasis unguinis";"DB372B"
"Candidiasis of the vulva and vagina";"DB373"
"Candidiasis vaginitis";"DB373A"
"Candidiasis-vulvitis";"DB373B"
"Candidiasis vulvovaginitis";"DB373C"
"Urogenital candidiasis of other localization";"DB374"
"Candidiasis Meningitis";"DB375"
"Candidiasis-endocarditis";"DB376"
"Candidiasis-sepsis";"DB377"
"Candidiasis of other localization";"DB378"
"Candidiasis cheilitis";"DB378A"
"Candidiasis enteritis";"DB378B"
"Candidiasis-oesophagitis";"DB378C"
"Candidiasis UNS";"DB379"
"Coccidioidomycosis";"DB38"
"Acute pulmonary coccidioidomycosis";"DB380"
"Chronic pulmonary coccidioidomycosis";"DB381"
"Pulmonary coccidioidomycosis UNS";"DB382"
"Cutaneous coccidioidomycosis";"DB383"
"Coccidioido meningitis";"DB384"
"Disseminated coccidioidomycosis";"DB387"
"Other form of coccidioidomycosis";"DB388"
"Coccidioidomycosis UNS";"DB389"
"Histoplasmosis";"DB39"
"Acute pulmonary Histoplasmosis capsulati";"DB390"
"Chronic pulmonary Histoplasmosis capsulati";"DB391"
"Pulmonary Histoplasmosis capsulati UNS";"DB392"
"Disseminated Histoplasmosis capsulati";"DB393"
"Histoplasmosis capsulati UNS";"DB394"
"Histoplasmosis duboisii";"DB395"
"Histoplasmosis UNS";"DB399"
"Blastomycosis";"DB40"
"Acute pulmonary blastomycosis";"DB400"
"Chronic pulmonary blastomycosis";"DB401"
"Pulmonary blastomycosis UNS";"DB402"
"Cutaneous blastomycosis";"DB403"
"Disseminated blastomycosis";"DB407"
"Other form of blastomycosis";"DB408"
"Blastomycosis UNS";"DB409"
"Paracoccidioidomycosis";"DB41"
"Pulmonary paracoccidioidomycosis";"DB410"
"Disseminated paracoccidioidomycosis";"DB411"
"Other form of paracoccidioidomycosis";"DB418"
"Paracoccidioidomycosis UNS";"DB419"
"Sporotrichome";"DB42"
"Pulmonary sporotrichosis";"DB420"
"Lymphocutaneous sporotrichosis";"DB421"
"Disseminated sporotrichosis";"DB427"
"Other form of sporotrichosis";"DB428"
"Sporotricose UNS";"DB429"
"Chromomycosis and phaeomycotic abscess";"DB43"
"Cutaneous chromomycosis";"DB430"
"Phaeomycotic brain abscess";"DB431"
"Subcutaneous phaeomycotic abscess";"DB432"
"Other form of chromomycosis";"DB438"
"Chromomycosis UNS";"DB439"
"Aspergillosis";"DB44"
"Invasive pulmonary aspergillosis";"DB440"
"Other pulmonary aspergillosis";"DB441"
"Pulmonary aspergilloma";"DB441A"
"Tracheobronchial aspergillosis";"DB441B"
"Tonsillar aspergillosis";"DB442"
"Disseminated aspergillosis";"DB447"
"Other form of aspergillosis";"DB448"
"Colonization with aspergillus";"DB448A"
"External otitis in aspergillosis";"DB448B"
"Aspergillosis UNS";"DB449"
"Cryptococcosis";"DB45"
"Pulmonary cryptococcosis";"DB450"
"Cerebral cryptococcosis";"DB451"
"Meningocerebral cryptococcosis";"DB451B"
"Cutaneous cryptococcosis";"DB452"
"Ossø's cryptococcosis";"DB453"
"Disseminated cryptococcosis";"DB457"
"Other form of cryptococcosis";"DB458"
"Cryptococcosis UNS";"DB459"
"Zygomycosis";"DB46"
"Pulmonary mucormycosis";"DB460"
"Rhinocerebral mucormycosis";"DB461"
"Gastrointestinal mucormycosis";"DB462"
"Cutaneous mucormycosis";"DB463"
"Subcutaneous Mucormycosis";"DB463A"
"Disseminated mucormycosis";"DB464"
"Mucormycosis UNS";"DB465"
"Other form of zygomycosis";"DB468"
"Entomophthoromycosis";"DB468A"
"Zygomycosis UNS";"DB469"
"Phycomycosis UNS";"DB469B"
"Mycetoma";"DB47"
"Eumycetoma";"DB470"
"Actinomycetoma";"DB471"
"Mycetoma UNS";"DB479"
"Other mycoses IKA";"DB48"
"Lobomycosis";"DB480"
"Rhinosporidiosis";"DB481"
"Allescheriasis";"DB482"
"Geotrichosis";"DB483"
"Penicillose";"DB484"
"Pneumocystosis";"DB485"
"Opportunistic mycosis";"DB487"
"Other mycosis";"DB488"
"Unspecified mycoses";"DB49"
"Mycosis UNS";"DB499"
"Fungal anemia UNS";"DB499A"
"Protozoan diseases [DB50-DB64]";""
"Plasmodium falciparum malaria";"DB50"
"Plasmodium falciparum malaria with cerebral complications";"DB500"
"Cerebral malaria UNS";"DB500A"
"Other severe or complicated Plasmodium falciparum malaria";"DB508"
"Plasmodium falciparum malaria without complications";"DB509"
"Plasmodium vivax malaria";"DB51"
"Plasmodium vivax malaria with splenic rupture";"DB510"
"Plasmodium vivax malaria with other complication";"DB518"
"Plasmodium vivax malaria without complications";"DB519"
"Plasmodium malariae-malaria";"DB52"
"Plasmodium malariae-malaria with nephropathy";"DB520"
"Plasmodium malariae-malaria with other complication";"DB528"
"Plasmodium malariae-malaria without complications";"DB529"
"Other parasitologically verified malaria";"DB53"
"Plasmodium ovale-malaria";"DB530"
"Malaria caused by monkey plasmodia";"DB531"
"Other parasitologically verified malaria IKA";"DB538"
"Parasitologically verified malaria UNS";"DB538A"
"Malaria unspecified";"DB54"
"Clinical malaria, not parasitologically verified";"DB549"
"Leishmaniasis";"DB55"
"Visceral leishmaniasis";"DB550"
"Cutaneous leishmaniasis";"DB551"
"Mucocutaneous leishmaniasis";"DB552"
"Leishmaniasis UNS";"DB559"
"African sleeping sickness";"DB56"
"West African sleeping sickness";"DB560"
"East African sleeping sickness";"DB561"
"African sleeping sickness UNS";"DB569"
"Chagas' disease";"DB57"
"Acute Chagas' disease with cardiac complications";"DB570"
"Acute Chagas' disease without cardiac complications";"DB571"
"Chronic Chagas' disease with cardiac complications";"DB572"
"Trypanosomiasis UNS in area where Chagas' disease occurs";"DB572A"
"Chronic Chagas' disease with gastrointestinal complications";"DB573"
"Chagas' disease with neurological complications";"DB574"
"Chagas' disease with other complication";"DB575"
"Chagas' disease UNS";"DB579"
"Toxoplasmosis";"DB58"
"Toxoplasmosis in the eye";"DB580"
"Hepatitis in toxoplasmosis";"DB581"
"Meningoencephalitis due to toxoplasmosis";"DB582"
"Pulmonary toxoplasmosis";"DB583"
"Toxoplasmosis of other localization IKA";"DB588"
"Toxoplasmosis UNS";"DB589"
"Other diseases caused by protozoa IKA";"DB60"
"Babeziosis";"DB600"
"Piroplasmosis";"DB600A"
"Acanthamoeba";"DB601"
"Naegleriasis";"DB602"
"Other disease caused by protozoa";"DB608"
"Microsporidiosis";"DB608A"
"Diseases caused by protozoa UNS";"DB64"
"Disease caused by protozoa UNS";"DB649"
"Worm diseases [DB65-DB83]";""
"Schistosomiasis";"DB65"
"Schistosomiasis caused by Schistosoma haematobium";"DB650"
"Schistosomiasis caused by Schistosoma mansoni";"DB651"
"Schistosomiasis caused by Schistosoma japonicum";"DB652"
"Cercarial dermatitis";"DB653"
"Other type of schistosomiasis";"DB658"
"Schistosomiasis UNS";"DB659"
"Other icte infections";"DB66"
"Opisthorchiasis";"DB660"
"Clonorchiasis";"DB661"
"Dicrocoeliasis";"DB662"
"Fascioliasis";"DB663"
"Paragonimiasis";"DB664"
"Fasciolopiasis";"DB665"
"Other icterus infection";"DB668"
"Ikte infection UNS";"DB669"
"Echinococcosis";"DB67"
"Echinococcus granulosus infection of the liver";"DB670"
"Infection with Echinococcus granulosus in lung";"DB671"
"Infection with Echinococcus granulosus in bone";"DB672"
"Infection with Echinococcus granulosus with other or multiple locations";"DB673"
"Infection with Echinococcus granulosus UNS";"DB674"
"Echinococcus multilocularis infection of the liver";"DB675"
"Infection with Echinococcus multilocularis with other or multiple locations";"DB676"
"Infection with Echinococcus multilocularis UNS";"DB677"
"Echinococcal infection of the liver UNS";"DB678"
"Other or unspecified echinococcal infection";"DB679"
"Tapeworm infection";"DB68"
"Taeniasis caused by Taenia solium";"DB680"
"Taeniasis caused by Taenia saginata";"DB681"
"Taeniasis UNS";"DB689"
"Cysticercosis";"DB69"
"Cysticercosis of the central nervous system";"DB690"
"Cysticercosis of the eye";"DB691"
"Cysticercosis of other localization";"DB698"
"Cysticercosis UNS";"DB699"
"Diphyllobothriasis and sparganosis";"DB70"
"Diphyllobothriasis";"DB700"
"Sparganosis";"DB701"
"Other tapeworm infestations";"DB71"
"Hymenolepiasis";"DB710"
"Dipylidiasis";"DB711"
"Other tapeworm infestation";"DB718"
"Tapeworm infestation UNS";"DB719"
"Dracunculiasis";"DB72"
"Dracunculiasis UNS";"DB729"
"Onchocerciasis";"DB73"
"Onchocerciasis UNS";"DB739"
"Filariasis";"DB74"
"Wuchereria bancrofti filariasis";"DB740"
"Brugia malayi filariasis";"DB741"
"Brugia timori filariasis";"DB742"
"Loa loa filariasis";"DB743"
"Mansonelliasis";"DB744"
"Other filariasis";"DB748"
"Dirofilariosis";"DB748B"
"Filariasis UNS";"DB749"
"Trichinosis";"DB75"
"Trichinosis UNS";"DB759"
"Infestation with hookworm";"DB76"
"Ancylostomiasis";"DB760"
"Infestation with Necator americanus";"DB761"
"Other type of hookworm infestation";"DB768"
"Hookworm infestation UNS";"DB769"
"Larva migrans cutanea UNS";"DB769A"
"Ascariasis";"DB77"
"Intestinal ascariasis";"DB770"
"Ascariasis with other complication";"DB778"
"Ascariasis UNS";"DB779"
"Strongyloidosis";"DB78"
"Intestinal strongyloidiasis";"DB780"
"Cutaneous strongyloidiasis";"DB781"
"Disseminated strongyloidiasis";"DB787"
"Strongyloidiasis UNS";"DB789"
"Whipworm infection";"DB79"
"Whipworm infection UNS";"DB799"
"Infection with pinworms";"DB80"
"Infection with pinworms UNS";"DB809"
"Other intestinal worm infestations IKA";"DB81"
"Anisakiasis";"DB810"
"Intestinal capillariasis";"DB811"
"Trichostrongyliasis";"DB812"
"Intestinal angiostrongyliasis";"DB813"
"Mixed intestinal worm infestation";"DB814"
"Other intestinal worm infestation";"DB818"
"Intestinal infestations with parasites without further specification";"DB82"
"Intestinal worm disease UNS";"DB820"
"Intestinal infestation with parasites UNS";"DB829"
"Other worm diseases";"DB83"
"Larva migrans visceralis";"DB830"
"Toxocariasis";"DB830A"
"Gnathostomiasis";"DB831"
"Angiostrongyliasis caused by Parastrongylus cantonensis";"DB832"
"Syngamiasis";"DB833"
"Internal infestation with leeches";"DB834"
"Other worm disease";"DB838"
"Worm disease UNS";"DB839"
"Infestations with lice, mites and other ectoparasites [DB85-DB89]";""
"Infestation with lice";"DB85"
"Head lice infestation";"DB850"
"Body lice infestation";"DB851"
"Lice infestation UNS";"DB852"
"Infestation with flat lice";"DB853"
"Mixed infestation with lice";"DB854"
"Scabies";"DB86"
"Scabies UNS";"DB869"
"Scabies crustosa";"DB869A"
"Persistent nodules in scabies";"DB869B"
"Myiasis";"DB87"
"Cutaneous myiasis";"DB870"
"Myiasis in wounds";"DB871"
"Ocular myiasis";"DB872"
"Nasopharyngeal myiasis";"DB873"
"Myiasis in ear";"DB874"
"Myiasis with other localization";"DB878"
"Myiasis UNS";"DB879"
"Other arthropod infestations";"DB88"
"Other disease caused by mites";"DB880"
"Infestation with sand fleas";"DB881"
"Infestation with other arthropods";"DB882"
"External infestation with leeches";"DB883"
"Other arthropod infestation";"DB888"
"Cheyletiella infestation";"DB888A"
"Bedbug infestation";"DB888B"
"Flea infestation";"DB888C"
"Infestation with hair follicle mites";"DB888D"
"Infestation with arthropods UNS";"DB889"
"Disease caused by parasite UNS";"DB89"
"Parasitic disease UNS";"DB899"
"Parasitaemia UNS";"DB899A"
"Sequelae of infectious and parasitic diseases [DB90-DB94]";""
"Consequences of tuberculosis";"DB90"
